Date,Link,Content
01/16/2025,https://api.seinet.com.mk/public/documents/single/70837,Calendar of events in 2025 - KB
10/30/2024,https://api.seinet.com.mk/public/documents/single/70235,"NOTICE According to Article 69 from the Statute of Komercijalna Banka AD Skopje, at a meeting held on 30.10.2024, the Supervisory Board of the Bank passed a Decision to include part of the current profit for the period 01.01-30.09.2024 in the calculation of the common equity tier 1 capital of Komercijalna Banka AD Skopje. The estimated amount of the current profit of 1,676,279 thousand denars is determined in accordance with the Decision on the methodology for calculation of the capital adequacy (""Official Gazette of the Republic of Macedonia"" No.47/12, 50/13, 71/14, 223/15, 218/16 and 221/18 and ""Official Gazette of the Republic of North Macedonia"" No.181/19, 116/20, 167/20 and 27/24) and will be included only in the calculation of own funds as at 31.12.2024, upon obtaining consent by NBRNM. The final proposal for allocation of the profit for 2024 will be passed by the Supervisory Board of the Bank no later than February 2025, and the Shareholders Assembly of Komercijalna Banka AD Skopje will decide on the proposal at the meeting that will be held in accordance with the provisions of the Law on Trade Companies. The necessary increase of the common equity tier 1 capital of Komercijalna Banka AD Skopje is for purposes of supporting the dynamic credit growth during 2024 due to the Bank's effort to maintain its market position in conditions of increased competitive pressures, and continuous increase of the total capital requirements prescribed by NBRNM."
10/30/2024,https://api.seinet.com.mk/public/documents/single/70233,
10/30/2024,https://api.seinet.com.mk/public/documents/single/70230,
10/29/2024,https://api.seinet.com.mk/public/documents/single/70139,
